sku,Vendor SKU,Vendor,Vendor Description,Category,Category Description,Description,StyleColor,SizeType
120161-451,,BROO,BROOKS,237,WMNS RUNNING,GHOST 7,BLU/LIME,2
120164-1B399,,BROO,BROOKS,237,WMNS RUNNING,ARIEL 14,BREEZE,2
120164-399,,BROO,BROOKS,237,WMNS RUNNING,ARIEL 14,BLU,2
120168-553,,BROO,BROOKS,237,WMNS RUNNING,MACH 16,AZ/LAV/BLU,2
1201711B526,,BROO,BROOKS,248,WMNS CASUAL/LEISURE,CHARIOT,FUSCIA,2
1201741B679,,BROO,BROOKS,237,WMNS RUNNING,ADRENALINE GTS 15,RSP/LM/BL,2
120174-498,,BROO,BROOKS,133,MENS RUNNING,ADRENALINE GTS 15,OCEAN/LM,1
1201751B672,,BROO,BROOKS,237,WMNS RUNNING,PURECADENCE 4,PNK/BLK,2
120180-358,,BROO,BROOKS,237,WMNS RUNNING,PUREFLOW 4,LAPIS/NT,2
120180-404,,BROO,BROOKS,237,WMNS RUNNING,PURE FLOW 4,BLU/PNK,2
1201811B424,,BROO,BROOKS,237,WMNS RUNNING,CASCADIA 10,MID/PRP,2
1201851B036,,BROO,BROOKS,241,WMNS FITNESS/X-TRAIN,PR MD 3,BLK/PNK,2
1201861B015,,BROO,BROOKS,237,WMNS RUNNING,PR SPRINT 3,PNK/BLK,2
1201881B062,,BROO,BROOKS,237,WMNS RUNNING,ADDICTION 12,ANT/BLU,2
1201881B463,,BROO,BROOKS,237,WMNS RUNNING,ADDICTION 12,OBSDN/PRP,2
120193-431,,BROO,BROOKS,237,WMNS RUNNING,GHOST 8,PEA/CAP,2
1201971B661,,BROO,BROOKS,237,WMNS RUNNING,GLYCERIN 13,ROSE/LAPIS,2
120197-661,,BROO,BROOKS,237,WMNS RUNNING,GLYCERIN 13,ROSE/PRP,2
1201-STEL,,KEEN,Keen,144,MENS HIKING,TAOS,STEEL,1
1202031B170,,BROO,BROOKS,237,WMNS RUNNING,ADRENALINE GTS 16,SLV/BLU,2
1202041B451,,BROO,BROOKS,237,WMNS RUNNING,CASCADIA 11,PEACOAT,2
1202061B486,,BROO,BROOKS,237,WMNS RUNNING,LAUNCH 3,PEA/TEA/WT,2
1202071B688,,BROO,BROOKS,237,WMNS RUNNING,PUREFLOW 5,ANTH/PNK,2
1202151B499,,BROO,BROOKS,237,WMNS RUNNING,PURECADENCE 5,BLU/GRN,2
1202171B093,,BROO,BROOKS,237,WMNS RUNNING,GLYCERIN 14,ANT/AZA/SL,2
1202191B059,,BROO,BROOKS,237,WMNS RUNNING,ARIEL '16,ANT/PUR,2
1202251-092,,BROO,BROOKS,237,WMNS RUNNING,GHOST 9,BLK/GRP,2
12022944,,NEWE,New Era Cap ,965,PRO FITTED CAPS,MILB19 COPA 5950,CHURROS,30
1202311B464,,BROO,BROOKS,237,WMNS RUNNING,ADRENALINE GTS 17,AZU/BLU,2
1202331B420,,BROO,BROOKS,237,WMNS RUNNING,CASCADIA 12,PEA/BLU,2
1202341B066,,BROO,BROOKS,237,WMNS RUNNING,LAUNCH 4,BLK/FUCH,2
1202361B034,,BROO,BROOKS,237,WMNS RUNNING,PURECADENCE 6,GRY/PINK,2
120237-024,,BROO,BROOKS,237,WMNS RUNNING,PUREFLOW 6,ANTH/PUR,2
12023816,,NEWE,New Era Cap ,964,PRO ADJUSTABLE CAPS,NFL19 DRAFT,RAIDERS,0
12023959,,NEWE,New Era Cap ,964,PRO ADJUSTABLE CAPS,NFL19 DRAFT,BRONCOS,0
12024548,,NEWE,New Era Cap ,965,PRO FITTED CAPS,NFL19 DRAFT,SEAHAWKS,43
12024550,,NEWE,New Era Cap ,965,PRO FITTED CAPS,NFL19 DRAFT,STEELERS,43
12024555,,NEWE,New Era Cap ,965,PRO FITTED CAPS,NFL19 DRAFT,SAINTS,43
12024556,,NEWE,New Era Cap ,965,PRO FITTED CAPS,NFL19 DRAFT,PATRIOTS,43
12024557,,NEWE,New Era Cap ,965,PRO FITTED CAPS,NFL19 DRAFT,VIKINGS,43
12024561,,NEWE,New Era Cap ,965,PRO FITTED CAPS,NFL19 DRAFT,CHIEFS,43
12024565,,NEWE,New Era Cap ,965,PRO FITTED CAPS,3930 NFL19 DRAFT,PACKERS,43
120246-038,,BROO,BROOKS,237,WMNS RUNNING,GHOST10,GRY/TEAL,2
1202461B067,,BROO,BROOKS,237,WMNS RUNNING,GHOST 10,BLK/PINK,2
1202471B099,,BROO,BROOKS,237,WMNS RUNNING,GLYCERIN 15,BLK/ISL/DI,2
1202471B465,,BROO,BROOKS,237,WMNS RUNNING,GLYCERIN 15,BLU/PRP/TE,2
1202531B070,,BROO,BROOKS,237,WMNS RUNNING,ADDICTION 13,BLK/PNK,2
1202531B092,,BROO,BROOKS,237,WMNS RUNNING,ADDICTION 13,EB/SL/BLU,2
1202531B456,,BROO,BROOKS,237,WMNS RUNNING,ADDICTION 13,BLU/PRP/TE,2
1202531D070,,BROO,BROOKS,237,WMNS RUNNING,ADDICTION 13,BLK/PNK,2
1202611B023,,BROO,BROOKS,237,WMNS RUNNING,PURECADENCE 7,BLA/PUR,2
1202611B034,,BROO,BROOKS,237,WMNS RUNNING,PURECADENCE 7,GRY/ROSE,2
1202611B078,,BROO,BROOKS,237,WMNS RUNNING,PURECADENCE 7,GRE/BLA/PI,2
1202621B067,,BROO,BROOKS,237,WMNS RUNNING,PUREFLOW 7 ,ANTARCTICA,2
1202621B105,,BROO,BROOKS,237,WMNS RUNNING,PUREFLOW 7,GRY/SLV,2
1202661B003,,BROO,BROOKS,237,WMNS RUNNING,LAUNCH 5,BLK/TEAL,2
1202661B964,,BROO,BROOKS,237,WMNS RUNNING,LAUNCH 5,TIE DYE,2
1202681B495,,BROO,BROOKS,237,WMNS RUNNING,ADRENALINE 18,NAVY/TEAL,2
1202711B019,,BROO,BROOKS,237,WMNS RUNNING,ARIEL 18,SHARK/ALL,2
1202711B039,,BROO,BROOKS,237,WMNS RUNNING,ARIEL 18,EB/BLA/THI,2
1202741B343,,BROO,BROOKS,237,WMNS RUNNING,CASCADIA 13,TEAL/AQUA,2
1202741B449,,BROO,BROOKS,237,WMNS RUNNING,CASCADIA 13,INK/PINK,2
1202771B006,,BROO,BROOKS,237,WMNS RUNNING,GHOST 11,EBONY/AST,2
1202771B028,,BROO,BROOKS,237,WMNS RUNNING,GHOST 11,GRY/WHT,2
1202771B118,,BROO,BROOKS,237,WMNS RUNNING,GHOST 11,WHI/GRE/LA,2
1202771B493,,BROO,BROOKS,237,WMNS RUNNING,GHOST 11,NAVY/GREY,2
1202781B081,,BROO,BROOKS,237,WMNS RUNNING,GLYCERIN 16,EBONY/GRN,2
1202791B060,,BROO,BROOKS,237,WMNS RUNNING,LEVITATE 2,GREY/ROSE,2
1202831B081,,BROO,BROOKS,237,WMNS RUNNING,GLYCERIN 17,EBONY/ASTE,2
1202831B097,,BROO,BROOKS,237,WMNS RUNNING,GLYCERIN 17,BLA/IRI,2
1202831B327,,BROO,BROOKS,237,WMNS RUNNING,GLYCERIN 17,FELD/AQUA,2
1202841B450,,BROO,BROOKS,237,WMNS RUNNING,ADRENALINE 19,NAV/AQU/TA,2
1202851B033,,BROO,BROOKS,237,WMNS RUNNING,LAUNCH 6,BLA/GOL,2
1202851B049,,BROO,BROOKS,237,WMNS RUNNING,LAUNCH 6,BLA/PRI/OY,2
1202871B531,,BROO,BROOKS,237,WMNS RUNNING,TRANSCEND 6,AST/FIG/PU,2
1202961B062,,BROO,BROOKS,237,WMNS RUNNING,ADRENALINE GTS 20,EBONY/HOLL,2
1202961B167,,BROO,BROOKS,237,WMNS RUNNING,ADRENALINE GTS 20,WHI/BLA,2
1203001B134,,BROO,BROOKS,237,WMNS RUNNING,LEVITATE 3,WHITE/PURP,2
1203011B087,,BROO,BROOKS,237,WMNS RUNNING,PUREGRIT 8,GRAY,2
1203021B021,,BROO,BROOKS,237,WMNS RUNNING,REVEL 3,ANTARCTICA,2
1203051B063,,BROO,BROOKS,237,WMNS RUNNING,GHOST 12,BLACK/PINK,2
1203051B097,,BROO,BROOKS,237,WMNS RUNNING,GHOST 12,SHA/VIO/BE,2
1203061B050,,BROO,BROOKS,237,WMNS RUNNING,ADDICTION 14,BLA/HOT,2
1203061B061,,BROO,BROOKS,237,WMNS RUNNING,ADDICTION 14,PEARL,2
1203071B072,,BROO,BROOKS,237,WMNS RUNNING,ADDICTION WALKER,BLACK,2
1203171B050,,BROO,BROOKS,237,WMNS RUNNING,GLYCERIN 18,BLA/EB/COR,2
1203171B073,,BROO,BROOKS,237,WMNS RUNNING,GLYCERIN 18,KEN/TUR/GR,2
1203171B085,,BROO,BROOKS,237,WMNS RUNNING,GLYCERIN 18,GRE/BLA,2
120321,120321,REEB,REEBOK,237,WMNS RUNNING,CLSC LTHR LO,WH/PINK,2
1203211B069,,BROO,BROOKS,237,WMNS RUNNING,DIVIDE,GREY/GREEN,2
120322,120322,REEB,REEBOK,237,WMNS RUNNING,CLSC LTHR LO,WH/CAROLIN,2
1203221B083,,BROO,BROOKS,237,WMNS RUNNING,LAUNCH 7,BLA/EBO/BE,2
120324,120324,REEB,REEBOK,237,WMNS RUNNING,CLSC LTHR MID  SMU,WH/PINK,2
1203291B050,,BROO,BROOKS,237,WMNS RUNNING,ADRENALINE GTS 21,BLA/NOCTUR,2
1203301B117,,BROO,BROOKS,237,WMNS RUNNING,BEDLAM 3,JET/ATLANT,2
120331-087,,BROO,BROOKS,237,WMNS RUNNING,CASCADIA 15,BLK/CORAL,2
1203351B041,,BROO,BROOKS,237,WMNS RUNNING,LEVITATE 4,BLACK/CORA,2
1203381B023,,BROO,BROOKS,237,WMNS RUNNING,GHOST 13,OMB/BLA/PR,2
1203381B062,,BROO,BROOKS,237,WMNS RUNNING,GHOST 13,BLA/VIO,2
1204-SHDW,,KEEN,Keen,144,MENS HIKING,TARGHEE,SHADOW,1
12050209,,NEWE,New Era Cap ,964,PRO ADJUSTABLE CAPS,ONF19SL HM 950 1960,RAIDERS,0
12050301,,NEWE,New Era Cap ,965,PRO FITTED CAPS,ONF19SL HM 3930 1960,CHIEFS,43
12050317,,NEWE,New Era Cap ,965,PRO FITTED CAPS,ONF19SL HM 3930,LIONS,43
12050638,,NEWE,New Era Cap ,965,PRO FITTED CAPS,ONF19 SL RD,SEAHAWKS,30
12050681,,NEWE,New Era Cap ,965,PRO FITTED CAPS,ONF19SL HM 3930,BUCCANEERS,43
12050695,,NEWE,New Era Cap ,965,PRO FITTED CAPS,ONF19 SL RD 3930,DOLPHINS,43
12050718,,NEWE,New Era Cap ,965,PRO FITTED CAPS,ONF19 SL RD,BILLS,43
12057820,,NEWE,New Era Cap ,965,PRO FITTED CAPS,NFL19SL HM 3930 1990,SEAHAWKS,43
12058001,,NEWE,New Era Cap ,965,PRO FITTED CAPS,NFL19SL HM 3930 1920,SEAHAWKS,43
1205-SHDW,,KEEN,Keen,144,MENS HIKING,TARGHEE MID,SHADOW,1
12061269,,NEWE,New Era Cap ,965,PRO FITTED CAPS,NFL19SL RD 3930,RAIDERS,43
1206-BLCK,,KEEN,Keen,144,MENS HIKING,OURAY ,BLACK,1
1206-CRMS,,KEEN,Keen,144,MENS HIKING,OURAY ,CRIMSEN,1
1206-IBLU,,KEEN,Keen,142,MENS CASUAL/LEISURE,OURAY,INS BLUE,1
1206-MRCK,,KEEN,Keen,142,MENS CASUAL/LEISURE,OURAY,MOONROCK,1
1209-DGNV,,KEEN,Keen,133,MENS RUNNING,HUMBOLDT,DK GRY/NAV,1
1210,,DYNA,DYNAMIC DISC,911,DISCS,EASY TO THROW SET,,0
1210-BISN,,KEEN,Keen,146,MENS SANDALS,VENICE,BISON,1
1210-BLACK,,KEEN,Keen,146,MENS SANDALS,VENICE,BLACK,1
1210-BLCK,,KEEN,Keen,146,MENS SANDALS,VENICE,BLACK,1
1210-OLIVE,,KEEN,Keen,146,MENS SANDALS,VENICE,OLIVE,1
1210V-001,,SOFF,SOFFE,695,W. MISC. APPAREL,IMPACT BRA,BLACK,20
1210V-002,,SOFF,SOFFE,695,W. MISC. APPAREL,IMPACT BRA,GRAY,20
1210V-307,,SOFF,SOFFE,695,W. MISC. APPAREL,IMPACT BRA,KIWI,20
1210V-6EC,,SOFF,SOFFE,695,W. MISC. APPAREL,IMPACT BRA,DIGI PINK,20
1210-WLNT,,KEEN,Keen,146,MENS SANDALS,VENICE,WALNUT,1
121134109,,KSWI,NOT FOUND,358,INFANT/TODDLER  2-10,ST117,WHT/NAVY,11
12113500,,NEWE,New Era Cap ,964,PRO ADJUSTABLE CAPS,ONF19 PLTNM 950,RAIDERS,0
121166124,,KSWI,NOT FOUND,358,INFANT/TODDLER  2-10,WALLIS,WT/PK/VLT,11
121166162,,KSWI,NOT FOUND,358,INFANT/TODDLER  2-10,WALLIS,WT/PLT/NV,11
1211-BLCK,,KEEN,Keen,146,MENS SANDALS,VENICE H2,BLACK,1
1211-BRBN,,KEEN,Keen,146,MENS SANDALS,NEWPORT H2,BRIN/BOOS ,1
1211-DGRR,,KEEN,Keen,146,MENS SANDALS,NEWPORT H2,DK GRA/RE,1
1211-DNMG,,KEEN,Keen,146,MENS SANDALS,VENICE H2O,DRK NAVY,1
121302616,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WALLY WOMEN,BLUE GREY,2
121303013,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WALLY WOMEN,LIGHT GREY,2
121305503,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WALLY WOMEN,MAGENTA,2
121410117,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY CORDUROY,CREAM,2
121410123,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY CHAMBRAY,WHITE,2
121410151,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY PRINT,WHITE/BLA,2
121410500,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY,BEIGE,2
121410522,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY CHAMBRAY,BEIGE,2
121410544,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY FUNK,WOOLBEIGE,2
121411005,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY STRETCH,STEPPA,2
121411602,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY,CHESTNUT,2
121412111,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY CHAMBRAY,AZURE,2
121412115,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY CORDUROY,TARTN AZUR,2
121412526,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY,NAVY,2
121412615,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY,STEEL BLUE,2
121412624,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WALLY WOMEN,AQUA,2
121412641,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY,BLUENAUTIC,2
121412664,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY STRETCH,CLOUD,2
121412667,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY TARTAN,BLU/BEIGE,2
121413000,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY,GREY,2
121413036,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY STRIPES,GREY ,2
121413058,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY,LIGHT GREY,2
121413069,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY CORDUROY,GREY,2
121413130,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY PLAID,GREY,2
121413913,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY SOX ,ICE GREY,2
121414949,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY CHAMBRAY,OFF BLACK,2
121414959,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY CORDUROY,BLACK,2
121415016,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY SPARKLING,ROSE GOLD,2
121415606,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY CORDUROY,PLUM,2
121416006,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY WASHED,YELLOW,2
121416010,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY,MUSTARD,2
121416400,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY,CORAL,2
121416601,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY STRETCH,RUST,2
121416819,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY TARTAN,RED,2
121416900,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY ,BURGUNDY,2
121418314,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY,GREEN,2
121418400,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY,SAGE,2
121418413,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY CHAMBRAY,SAGE,2
121419758,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY,CHEETAH,2
121533901,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY L LINEN,IRON,2
1216-BKDS,,KEEN,Keen,144,MENS HIKING,TARGHEE II,BLACK,1
1216-BLCK,,KEEN,Keen,144,MENS HIKING,TARGHEE MID,BLACK,1
1216-CCMN,,KEEN,Keen,144,MENS HIKING,TARGHEE II,CHOCO,1
1216-WLNT,,KEEN,Keen,144,MENS HIKING,TARGHEE II,WALNUT,1
121704900,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,WENDY L,BLACK,2
121715005,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,LEXI,ROSE,2
121773134,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,BRITT,GREY,2
121774000,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,BRITT,CHARCOAL,2
121774900,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,BRITT,BLACK,2
121793092,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,PEYTON LINEN,GREY BLACK,2
1217-BLCK,,KEEN,Keen,144,MENS HIKING,TARGHEE MID,BLACK,1
1217-WLNT,,KEEN,Keen,144,MENS HIKING,TARGHEE MID,WALNUT,1
12194869,,NEWE,New Era Cap ,999,Beanies,KNIT CUFF,RAPTORS,0
121993F-650,,CONV,CONVERSE,226,WMNS CLASSICS,CT SPEC OX,PNK,2
122008F-641,,CONV,CONVERSE,248,WMNS CASUAL/LEISURE,CT SPEC OX,RED/WHT,2
1220-BLCK,,KEEN,Keen,144,MENS HIKING,GROWLER,BLACK,1
1220-BROW,,KEEN,Keen,144,MENS HIKING,GROWLER,B OLIVE/RU,1
1221774-641,,CONV,CONVERSE,142,MENS CASUAL/LEISURE,CT SPEC HI,RED/WHT/BL,1
1222-DWSN,,KEEN,Keen,146,MENS SANDALS,TRUCKEE,D WOOD/SIE,1
1222-GAWO,,KEEN,Keen,133,MENS RUNNING,TRUCKEE,GAR/OLI,1
1226-SHRU,,KEEN,Keen,144,MENS HIKING,ARROYO 2,SHITAKE,1
1227-BLCK,,KEEN,Keen,144,MENS HIKING,PYRENEES,BLCK,1
12283008,,NEWE,New Era Cap ,960,NCAA ADJUSTABLE CAPS,940 TRUCKER,GRIZ,0
12283062,,NEWE,New Era Cap ,960,NCAA ADJUSTABLE CAPS,920 CORE CLASSIC,GRIZ,0
12284010,,NEWE,New Era Cap ,999,Beanies,BH19 KNIT,HEAT,0
12284065,,NEWE,New Era Cap ,999,Beanies,BH19 KNIT,CELTICS,0
12285122,,NEWE,New Era Cap ,965,PRO FITTED CAPS,BH19 3930,LAKERS,43
1233-PTRL,,KEEN,Keen,133,MENS RUNNING,WASATCH CREST,PETROL,1
1233-WSND,,KEEN,Keen,133,MENS RUNNING,WASATCH CREST,WET SAND,1
1236-BRBK,,KEEN,Keen,144,MENS HIKING,NEWPORT TRAIL,BRIN/BK,1
1236-GYDL,,KEEN,Keen,144,MENS HIKING,NEWPORT TRAIL,GAR/D LIKN,1
1236-SGSM,,KEEN,Keen,144,MENS HIKING,NEWPORT TRAIL,GRY,1
12372968,,NEWE,New Era Cap ,964,PRO ADJUSTABLE CAPS,NFL20 DRAFT 950,BUCCANEERS,0
12372969,,NEWE,New Era Cap ,964,PRO ADJUSTABLE CAPS,NFL20 DRAFT 950,SEAHAWKS,0
12372971,,NEWE,New Era Cap ,964,PRO ADJUSTABLE CAPS,NFL20 DRAFT 950,STEELERS,0
12372972,,NEWE,New Era Cap ,964,PRO ADJUSTABLE CAPS,NFL20 DRAFT 950,EAGLES,0
12372977,,NEWE,New Era Cap ,964,PRO ADJUSTABLE CAPS,NFL20 DRAFT 950,PATRIOTS,0
12372978,,NEWE,New Era Cap ,964,PRO ADJUSTABLE CAPS,NFL20 DRAFT 950,VIKINGS,0
12372980,,NEWE,New Era Cap ,964,PRO ADJUSTABLE CAPS,NFL20 DRAFT 950,RAMS,0
12372986,,NEWE,New Era Cap ,964,PRO ADJUSTABLE CAPS,NFL20 DRAFT 950,PACKERS,0
12372988,,NEWE,New Era Cap ,964,PRO ADJUSTABLE CAPS,NFL20 DRAFT 950,BRONCOS,0
12373062,,NEWE,New Era Cap ,965,PRO FITTED CAPS,NFL20 DRAFT 3930,REDSKINS,43
12373065,,NEWE,New Era Cap ,965,PRO FITTED CAPS,NFL20 DRAFT 3930,SEAHAWKS,43
12373067,,NEWE,New Era Cap ,965,PRO FITTED CAPS,NFL20 DRAFT 3930,STEELERS,43
12373069,,NEWE,New Era Cap ,965,PRO FITTED CAPS,NFL20 DRAFT 3930,RAIDERS,43
12373072,,NEWE,New Era Cap ,965,PRO FITTED CAPS,NFL20 DRAFT 3930,SAINTS,43
12373073,,NEWE,New Era Cap ,965,PRO FITTED CAPS,NFL20 DRAFT 3930,PATRIOTS,43
12373074,,NEWE,New Era Cap ,965,PRO FITTED CAPS,NFL20 DRAFT 3930,VIKINGS,43
12373078,,NEWE,New Era Cap ,965,PRO FITTED CAPS,NFL20 DRAFT 3930,CHIEFS,43
12373082,,NEWE,New Era Cap ,965,PRO FITTED CAPS,NFL20 DRAFT 3930,PACKERS,43
12373084,,NEWE,New Era Cap ,965,PRO FITTED CAPS,NFL20 DRAFT 3930,BRONCOS,43
12373089,,NEWE,New Era Cap ,965,PRO FITTED CAPS,NFL20 DRAFT 3930,PANTHERS,43
12380645,,NEWE,New Era Cap ,999,Beanies,SPORT KNIT STOCKING,GRIZ,0
12380646,,NEWE,New Era Cap ,999,Beanies,SPORT KNIT STOCKING,CATS,0
12391911,,NEWE,New Era Cap ,964,PRO ADJUSTABLE CAPS,NYC20 REF006,LAKERS,0
1242-BIYE,,KEEN,Keen,144,MENS HIKING,SNOQUALMIE,BISN/YELLO,1
1244-BIYE,,KEEN,Keen,142,MENS CASUAL/LEISURE,WHISTLER,BISON/YELO,1
12479010,,NEWE,New Era Cap ,965,PRO FITTED CAPS,MILB19 COPA 5950,FAMILIA,30
12479034,,NEWE,New Era Cap ,965,PRO FITTED CAPS,MILB19 COPA 5950,LLAMAS,30
12479042,,NEWE,New Era Cap ,965,PRO FITTED CAPS,MILB19 COPA 5950,AVOCADOS,30
12479059,,NEWE,New Era Cap ,965,PRO FITTED CAPS,MILB19 COPA 5950,MARIACHIS,30
12494455,,NEWE,New Era Cap ,965,PRO FITTED CAPS,TEAM CLASSIC 2020,BUCCANEERS,43
124R-BISN,,KEEN,Keen,142,MENS CASUAL/LEISURE,SAN ANTONIO SLIP ON,BISON,1
1250592,1250592,REEB,REEBOK,237,WMNS RUNNING,CLASSIC LEATHER,BLK,2
125809F-401,,CONV,CONVERSE,126,MENS CLASSICS       ,CT SPEC HI DRESS,BLUE,1
1258-BOIG,,KEEN,Keen,144,MENS HIKING,VOYAGEUR,BK OLIV/GO,1
1258-WARW,,KEEN,Keen,144,MENS HIKING,VOYAGEUR,WL NUT/RUB,1
1261-681,,BEAR,Bearpaw,360,INFANT CRIB      0-3,COTTONWOOD,PINK,20
1264916-001,,UNDE,UNDERARMOUR,545,M. BRAND SWEAT SHIRT,STORM 1,,20
1264916-090,,UNDE,UNDERARMOUR,545,M. BRAND SWEAT SHIRT,STORM 1,,20
126-H MT,,COLO,Colosseum,551,M LIC 1/2 ZIP FLEECE,MT Full Zip Hood,MAR/WHT,20
126-H MT ST,,COLO,Colosseum,551,M LIC 1/2 ZIP FLEECE,MT St Full Zip Hood,BLU/WHT,20
126I,,BEAR,Bearpaw,360,INFANT CRIB      0-3,COTTONWOOD,CHESTNUT,20
12709,12709,TIMB,TIMBERLAND,356,PRE-SCHOOL    10.5-3,"6"""" BOOT",WHEAT,12
1272-DSYW,,KEEN,Keen,144,MENS HIKING,SUMMIT COUNTY,DSYW,1
12-741,,OAKL,Oakley,920,SUNGLASSES,D-CANTEEN,WHT/BLK,0
12-746,,OAKL,Oakley,920,SUNGLASSES,EYEPATCH,BLK/GRY,0
1275,,DYNA,DYNAMIC DISC,911,DISCS,LUCID AIR RENEGADE,,0
1276-BIOB,,KEEN,Keen,144,MENS HIKING,KLAMATH,BISON,1
1278-SHMB,,KEEN,Keen,142,MENS CASUAL/LEISURE,WAYPOINT,SHITAKE/BR,1
12-791,,OAKL,Oakley,920,SUNGLASSES,FLAK JACKET,BLK/IRI,0
1281-BIBN,,KEEN,Keen,146,MENS SANDALS,SAO PAULO,BISON/BOSS,1
128201,,BIRK,BIRKENSTOCK,160,M/W BIRKENSTOCK,GIZEH EVA,BLACK,3
1282051-GREY,,HANE,HANES,545,M. BRAND SWEAT SHIRT,FLEECE CREW,GREY',20
128243,,BIRK,BIRKENSTOCK,247,WMNS SANDALS,MADRID EVA,PNK,3
12-839,,OAKL,Oakley,920,SUNGLASSES,HALF JACKET XLJ,BLK/IRI,0
12-849,,OAKL,Oakley,920,SUNGLASSES,WHISKER,PEWTER,0
1285,,MONS,MONSTER,910,DRINKS,POWERADE,ZERO,0
12-856,,OAKL,Oakley,920,SUNGLASSES,GASCAN,BLK/BLK,0
12-858,,OAKL,Oakley,920,SUNGLASSES,FIVES 3.0,BRN/BRZ,0
12867376,,DYNA,DYNAMIC DISC,911,DISCS,LUCID FELON,,0
1287,,DYNA,DYNAMIC DISC,911,DISCS,LUCID FELON,,0
12-878,,OAKL,Oakley,920,SUNGLASSES,SQUARE WIRE,CRM/IRI,0
1288385-OXFORD,,HANE,HANES,560,M. BRAND SWEAT PANTS,POWERBLEND JOGGER,OXFORD,20
1288445-BLACK,,HANE,HANES,545,M. BRAND SWEAT SHIRT,POWERBLEND CREW,BLACK,20
1288445-NAVY,,HANE,HANES,545,M. BRAND SWEAT SHIRT,POWERBLEND CREW,NAVY,20
1289,,DYNA,DYNAMIC DISC,911,DISCS,LUCID FREEDOM,,0
12-892,,OAKL,Oakley,920,SUNGLASSES,GASCAN,OLI/GRY,0
12-893,,OAKL,Oakley,920,SUNGLASSES,CANTEEN,BLK/GRY,0
12-896,,OAKL,Oakley,920,SUNGLASSES,HALF JACKET,BRN/TUN,0
12-900,,OAKL,Oakley,920,SUNGLASSES,FLAK JACKET,BLK/BLK IR,0
12-901,,OAKL,Oakley,920,SUNGLASSES,FLAK JACKET,ROOT/GOLD,0
12-902,,OAKL,Oakley,920,SUNGLASSES,FLAK JACKET,BRN/BRZ,0
12-903,,OAKL,Oakley,920,SUNGLASSES,FLAK JACKET XLJ,BLK/BLK,0
