sku,Vendor SKU,Vendor,Vendor Description,Category,Category Description,Description,StyleColor,SizeType
12909,12909,TIMB,TIMBERLAND,353,KIDS SHOES,"6"" PREM",WHEAT,17
12927376,,DYNA,DYNAMIC DISC,911,DISCS,LUCID JUSTICE,,0
12-930,,OAKL,Oakley,920,SUNGLASSES,SCRIPT,BLU/BRZ,0
12-934,,OAKL,Oakley,920,SUNGLASSES,MINUTE 2.0,BRN/BRZ,0
12-935,,OAKL,Oakley,920,SUNGLASSES,STRAIGHT JACKET,BLK/IRI,0
12-936,,OAKL,Oakley,920,SUNGLASSES,STRAIGHT JACKET,ROOT/BRZ,0
1293-BOBN,,KEEN,Keen,142,MENS CASUAL/LEISURE,SISKIYOU,BLK OLIVE,1
129421,,BIRK,BIRKENSTOCK,160,M/W BIRKENSTOCK,ARIZONA EVA,BLACK,3
129423,,BIRK,BIRKENSTOCK,160,M/W BIRKENSTOCK,ARIZONA EVA,BLACK,3
129443,,BIRK,BIRKENSTOCK,160,M/W BIRKENSTOCK,ARIZONA EVA,WHITE,3
12-952,,OAKL,Oakley,920,SUNGLASSES,HALF WIRE 2.0,BLK/BLK,0
12957376,,DYNA,DYNAMIC DISC,911,DISCS,LUCID THIEF,,0
12-958,,OAKL,Oakley,920,SUNGLASSES,ICE PICK,BRN T/IRDP,0
1295M-220,,BEAR,Bearpaw,142,MENS CASUAL/LEISURE,MOC II,HICKORY,1
1295M-CHAR,,BEAR,Bearpaw,142,MENS CASUAL/LEISURE,MOC II,CHARCOAL,1
1295M-HICK,,BEAR,Bearpaw,142,MENS CASUAL/LEISURE,MOC II,HICKORY,1
1295M-MAPLE,,BEAR,Bearpaw,142,MENS CASUAL/LEISURE,MOC II,MAPLE,1
1295W-001,,BEAR,Bearpaw,248,WMNS CASUAL/LEISURE,MOC II,BLACK,2
1295W-205,,BEAR,Bearpaw,251,WOMEN'S BOOTS,MOC II,CHOCOLATE,2
1295W-220,,BEAR,Bearpaw,251,WOMEN'S BOOTS,MOC II,HICKORY,2
1295W-BLACK,,BEAR,Bearpaw,248,WMNS CASUAL/LEISURE,MOC II,CHOCOLATE,2
1295W-CHAR,,BEAR,Bearpaw,248,WMNS CASUAL/LEISURE,MOC II,CHARCOAL,2
1295W-CHOC,,BEAR,Bearpaw,248,WMNS CASUAL/LEISURE,MOC II,CHOCOLATE,2
1295W-HICK,,BEAR,Bearpaw,248,WMNS CASUAL/LEISURE,MOC II,HICKORY,2
1295Y-220,,BEAR,Bearpaw,353,KIDS SHOES,MOC II YOUTH,HICKORY,17
12-968,,OAKL,Oakley,920,SUNGLASSES,FIVES SQUARED,BRW/BRZ,0
12-971,,OAKL,Oakley,920,SUNGLASSES,SQUARE WHISKER,BLK/BLK,0
12-980,,OAKL,Oakley,920,SUNGLASSES,SPLINTER,BLK/MIDN,0
12-983,,OAKL,Oakley,920,SUNGLASSES,FLAUNT PLSHD BLK,BLK/GREY,0
12-993,,OAKL,Oakley,920,SUNGLASSES,FIVES 4.0,BLK/BLK,0
12-995,,OAKL,Oakley,920,SUNGLASSES,FIVES,MATTE RB,0
12-996,,OAKL,Oakley,920,SUNGLASSES,RESTLESS,POLISH BRN,0
12QCZ502BLACKHA,,ADID,ADIDAS,999,Beanies,HAWKS BLK CUFF BEANI,BLACKHAWKS,0
12QNZ513PENGUIN,,ADID,ADIDAS,964,PRO ADJUSTABLE CAPS,STRUCTURED ADJUSTABL,PENGUINS,0
12QRZ513PENGUIN,,ADID,ADIDAS,999,Beanies,CUFF BEANIE,PENGUINS,0
130014-071,,BROO,BROOKS,353,KIDS SHOES,PUREFLOW 3,BLK/YLW,17
13002-BLOL,,KEEN,Keen,142,MENS CASUAL/LEISURE,FINLAY,BLK OLIVE,1
13005-BRWN,,KEEN,Keen,142,MENS CASUAL/LEISURE,DENVER,BROWN,1
130122411,,HEYD,HEY DUDE,353,KIDS SHOES,WENDY YOUTH,SPARKDENIM,27
130123096,,HEYD,HEY DUDE,353,KIDS SHOES,WENDY YOUTH LINEN,GREY,27
130123168,,HEYD,HEY DUDE,353,KIDS SHOES,WENDY YOUTH,CATEYE GRY,27
130124987,,HEYD,HEY DUDE,353,KIDS SHOES,WENDY YOUTH LINEN,BLACK,27
130125018,,HEYD,HEY DUDE,353,KIDS SHOES,WENDY YOUTH LINEN,COTTNCANDY,27
130130704,,HEYD,HEY DUDE,353,KIDS SHOES,WALLY YOUTH LINEN,STONE,27
130132500,,HEYD,HEY DUDE,353,KIDS SHOES,WALLY YOUTH,NAVY,27
130133000,,HEYD,HEY DUDE,353,KIDS SHOES,WALLY YOUTH ,GREY,27
130134900,,HEYD,HEY DUDE,353,KIDS SHOES,WALLY YOUTH,BLACK,27
130136800,,HEYD,HEY DUDE,353,KIDS SHOES,WALLY YOUTH ,RED,27
130337,130337,REEB,REEBOK,358,INFANT/TODDLER  2-10,PRINCESS LIGHTS TUTU,WHT,11
130351,130351,REEB,REEBOK,358,INFANT/TODDLER  2-10,CLSC CHECK LIGHTS,WHT/RYL,11
1304-BLOL,,KEEN,Keen,142,MENS CASUAL/LEISURE,BRIGGS,BLK OLI,1
1304-FBRK,,KEEN,Keen,142,MENS CASUAL/LEISURE,BRONX,FIELD/BRAK,1
1304-SHAL,,KEEN,Keen,142,MENS CASUAL/LEISURE,BRONX,SHALE,1
130709,,REEB,REEBOK,350,GRADE SCHOOL   3.5-6,CRAZY HOOPS,BLK/SILV,14
130711,,REEB,REEBOK,350,GRADE SCHOOL   3.5-6,CRAZY HOOPS ,WHT/FLASH,14
1309-BISN,,KEEN,Keen,144,MENS HIKING,PORTSMOUTH,BISON,1
1310-FILD,,KEEN,Keen,142,MENS CASUAL/LEISURE,ASHLAND,FEILD,1
1311-NBLK,,KEEN,Keen,142,MENS CASUAL/LEISURE,ASHLAND CLOG,BLACK,1
131304,,REEB,REEBOK,247,WMNS SANDALS,IPSOS,LBLU/BK,5
131384,,REEB,REEBOK,237,WMNS RUNNING,ROAD RIDER,GRY/SIL,2
131387,,REEB,REEBOK,241,WMNS FITNESS/X-TRAIN,LOKNESOK II,IND/GRY/B,5
1313-BPU,,REEF,REEF,247,WMNS SANDALS,SHORE DRIFT,BRN/PURP,2
131477,,REEB,REEBOK,112,MENS BASKETBALL     ,THE PIVOT,WHT/BLK,1
131478,,REEB,REEBOK,112,MENS BASKETBALL     ,THE PIVET,WHT/RED,1
1314-STEL,,KEEN,Keen,142,MENS CASUAL/LEISURE,BRONX MESH,STEEL,1
13151157,,NEWE,New Era Cap ,999,Beanies,GRIZ BEANIE,SNOWFLAKE,0
131811F-020,,CONV,CONVERSE,126,MENS CLASSICS       ,CT OX,GREY/BLUE,1
131812F-625,,CONV,CONVERSE,126,MENS CLASSICS       ,CT OX,CRAN/GOLD,1
1319,,DYNA,DYNAMIC DISC,911,DISCS,STARTER SET,,0
131926,,REEB,REEBOK,114,MENS FOOTBALL       ,NFL THORP MID,BLK/BLK/,1
1320070-SURF,,HANE,HANES,545,M. BRAND SWEAT SHIRT,PACKABLE JACKET,SURF,20
132051,,REEB,REEBOK,114,MENS FOOTBALL       ,NFL THORP LOW,WH/NAVY,1
132060,,REEB,REEBOK,114,MENS FOOTBALL       ,NFL THORP MID,WH/NAVY,1
132169C,,CONV,CONVERSE,112,MENS BASKETBALL     ,CHUCK TAYLOR HI,WHT LTHR,1
1321-WDBR,,KEEN,Keen,142,MENS CASUAL/LEISURE,AUSTIN,WDBR,1
132303CG,,MISS,MISSION,920,SUNGLASSES,COURT GRIP,,0
1323-BLCK,,KEEN,Keen,142,MENS CASUAL/LEISURE,SILVERLAKE,BLACK,1
1323-SHCH,,KEEN,Keen,142,MENS CASUAL/LEISURE,SILVERLAKE,SHALE/CHAR,1
1324002,,DWIN,dwindle,975,Skateboards,MULTI SKATE TOOL,BLUE,0
13246003,,DWIN,dwindle,975,Skateboards,MULT RACHET TOOL,BLACK,0
13270-001,,MARM,MARMOT,625,W. BRANDED SHORTS,PERFORMANCE,BLK,20
1329296-BLACK,,HANE,HANES,990,SOCKS               ,WOMENS LINER SOCK,BLACK,0
1329296-WHITE,,HANE,HANES,990,SOCKS               ,WOMENS LINER SOCK,WHITE,0
132971,,REEB,REEBOK,358,INFANT/TODDLER  2-10,PROPULSION II ZIP,SLVR,11
1333-GMM,,REEF,REEF,247,WMNS SANDALS,STAR CUSHION LUXE,GRY/MET,2
1333-RWB,,REEF,REEF,247,WMNS SANDALS,STAR CUSHION LUXE,RED/WT/BLU,2
1334-BK2,,REEF,REEF,247,WMNS SANDALS,GINGER DRIFT,BLK,2
1334-BLOL,,KEEN,Keen,142,MENS CASUAL/LEISURE,DAYTONA,BLK OLIVE,1
1337M-205,,BEAR,Bearpaw,142,MENS CASUAL/LEISURE,BALDWIN,CHOC,1
13-389,,OAKL,Oakley,920,SUNGLASSES,HALF JACKET LENS,BLK IRI,0
13391,,BIRK,BIRKENSTOCK,160,M/W BIRKENSTOCK,YARA,HABANA,3
13-408,,OAKL,Oakley,920,SUNGLASSES,HALF JACKET LENSE,ICE,0
13-421,,OAKL,Oakley,920,SUNGLASSES,HALF JCKT LENSE,TELLOW,0
13-423,,OAKL,Oakley,920,SUNGLASSES,HALF JACKET LENSE,GREY,0
13-425,,OAKL,Oakley,920,SUNGLASSES,HALF JACKET LENS,GOLD,0
13-426,,OAKL,Oakley,920,SUNGLASSES,HALF JACK XLJ LENSE,BLK IRI PL,0
134900,,REEB,REEBOK,133,MENS RUNNING,premier road II plus,GREY/SIL,1
1350832-BLUE,,HANE,HANES,510,M. BRANDED TEES,CLASSIC GRAPHIC TEE,BLUE,20
135380,,REEB,REEBOK,112,MENS BASKETBALL     ,perimeter II,WHT/SIL,1
1354-BISN,,KEEN,Keen,142,MENS CASUAL/LEISURE,RICHMOND ,BISN,1
1357-BLCK,,KEEN,Keen,142,MENS CASUAL/LEISURE,PTC LACE,BLACK,1
135997,,REEB,REEBOK,126,MENS CLASSICS       ,ADOP FIT,WHT/BLK,1
135998,,REEB,REEBOK,126,MENS CLASSICS       ,adop fit,WHT/NA/SIL,1
1360430-WHITE,,HANE,HANES,510,M. BRANDED TEES,REVERSIBLE MESH TANK,WHITE,20
136064-150,,NIKE,NIKE        ,112,MENS BASKETBALL     ,JORDAN 3 RETRO,WHT,1
1360837-BLACK,,HANE,HANES,607,BRAS,MOTION CONTROL BRA,BLACK,21
136348,,REEB,REEBOK,112,MENS BASKETBALL     ,perimeter II,WHT/ROY B,1
13-644,,OAKL,Oakley,920,SUNGLASSES,FLAK JACKET LENS,BLK IRD,0
13-646,,OAKL,Oakley,920,SUNGLASSES,FLAK JACKET LENSE,ICE,0
13-651,,OAKL,Oakley,920,SUNGLASSES,FLAK JACKET LENS,BLK POLAR,0
13-652,,OAKL,Oakley,920,SUNGLASSES,FLAK JACKET LENS,,0
13-655,,OAKL,Oakley,920,SUNGLASSES,FLAK JACKET XLJ LENS,BLK/IRI,0
13-657,,OAKL,Oakley,920,SUNGLASSES,FLAK JACKET LENS,ICE,0
13-658,,OAKL,Oakley,920,SUNGLASSES,FLAK JACKET XLJ LENS,FIRE,0
1365-SLBK,,KEEN,Keen,142,MENS CASUAL/LEISURE,BRIGGS II,SLATE BLK,1
13-660,,OAKL,Oakley,920,SUNGLASSES,FLAK XLJ LENSE,G-30,0
13-662,,OAKL,Oakley,920,SUNGLASSES,FLAK XLJ LENSE,BLK IRI PO,0
13-663,,OAKL,Oakley,920,SUNGLASSES,FLAK JACKET LENSE,GOLD,0
1370508-SURF,,HANE,HANES,510,M. BRANDED TEES,CLASSIC MUSCLE,SURF,20
1370508-WHITE,,HANE,HANES,510,M. BRANDED TEES,CLASSIC MUSCLE,WHITE,20
1370530-NAVY,,HANE,HANES,525,M. BRANDED SHORTS,JERSEY SHORT,NAVY,20
137154,,REEB,REEBOK,126,MENS CLASSICS       ,super jam  II,WHT/NA,1
13-724,,OAKL,Oakley,920,SUNGLASSES,FLAK JACKET LENS,VR28,0
13-730,,OAKL,Oakley,920,SUNGLASSES,FLAK JACKET XLJ LENS,GOLD IRI,0
1375-BISN,,KEEN,Keen,142,MENS CASUAL/LEISURE,KELOWNA SLIP,BISON,1
1375-SLBK,,KEEN,Keen,142,MENS CASUAL/LEISURE,KELOWNA SLIP,SLATE BLK,1
137660,,REEB,REEBOK,114,MENS FOOTBALL       ,FOOTBALL CLEATS ,REEBOK,0
1377T-652,,BEAR,Bearpaw,353,KIDS SHOES,CHERI,PNK,11
13-788,,OAKL,Oakley,920,SUNGLASSES,FLAK JACKET XLJ LENS,AFIT BLACK,0
1380385-NAVY,,HANE,HANES,510,M. BRANDED TEES,YOUTH TEE,NAVY,20
138519,,REEB,REEBOK,116,MENS SOCCER,PEDINARE II MS,ORANGE/NVY,1
138589,,REEB,REEBOK,126,MENS CLASSICS       ,cl dymen II,WHT/NA,1
138626,,REEB,REEBOK,350,GRADE SCHOOL   3.5-6,insane hoops,WHT/ROY B,14
138635,,REEB,REEBOK,356,PRE-SCHOOL    10.5-3,insane hoops zip,WHT/NAV,12
138636,,REEB,REEBOK,356,PRE-SCHOOL    10.5-3,insane hoops zip,BLK/SIL,12
138642,,REEB,REEBOK,358,INFANT/TODDLER  2-10,insane hoops zip,WHT/R,11
1386947-BLACK,,HANE,HANES,645,W. BRAND SWEAT SHIRT,PUFFER VEST HOODIE,BLACK,20
1386985-ORCHID,,HANE,HANES,645,W. BRAND SWEAT SHIRT,POWERBLEND HOODIE,ORCHID,20
1386985-WHITE,,HANE,HANES,645,W. BRAND SWEAT SHIRT,POWERBLEND HOODIE,WHITE,20
138707,,REEB,REEBOK,350,GRADE SCHOOL   3.5-6,cl ryxor,WHITE/GREY,14
1387143-BLACK,,HANE,HANES,607,BRAS,CHEVRON RACERBACK,BLACK,20
1387265-BLACK,,HANE,HANES,545,M. BRAND SWEAT SHIRT,POWERBLEND 1/4 ZIP,BLACK,20
1387265-OXFORD,,HANE,HANES,545,M. BRAND SWEAT SHIRT,POWERBLEND 1/4 ZIP,OXFORD,20
138995,,REEB,REEBOK,126,MENS CLASSICS       ,cl ballistic rxt,BLK/RED/NA,1
139157,,REEB,REEBOK,126,MENS CLASSICS       ,cl lthr bb 58,WHT/CA,1
139158,,REEB,REEBOK,126,MENS CLASSICS       ,cl lthr bb 58,BLK/CA,1
139186,,REEB,REEBOK,133,MENS RUNNING,PREMIER TRAIL III,SHEER GRY,1
139341,,REEB,REEBOK,112,MENS BASKETBALL     ,atr press mid,WHT/NVY,1
139451,,REEB,REEBOK,356,PRE-SCHOOL    10.5-3,lazer zone shoes,WHT/NA,12
139453,,REEB,REEBOK,356,PRE-SCHOOL    10.5-3,lazer zone shoes,WHT/BLK/NA,12
139544,,REEB,REEBOK,358,INFANT/TODDLER  2-10,CONJURE II KC,WHT/PINK,11
139555,,REEB,REEBOK,356,PRE-SCHOOL    10.5-3,off the glass,BLK,12
139767F,,CONV,CONVERSE,142,MENS CASUAL/LEISURE,CT HI ,BLK/CHILI,1
139861,,REEB,REEBOK,126,MENS CLASSICS       ,super jam  II,WHT/SHNA,1
1399-GYGL,,KEEN,Keen,146,MENS SANDALS,ROCKAWAY FLIP,GRY,1
140011005,,HEYD,HEY DUDE,248,WMNS CASUAL/LEISURE,MISTY STRETCH,STEPPA,2
140014-053,,BROO,BROOKS,353,KIDS SHOES,PUREFLOW 3,BLK/RASP,17
140020202,,DANS,DANSKO,248,WMNS CASUAL/LEISURE,PAVAN,BLACKMILL,3
1401217-BLUE,,HANE,HANES,560,M. BRAND SWEAT PANTS,MENS KNIT PANT,BLUE,20
140324,,REEB,REEBOK,128,MENS WALKING        ,CARBERRY PATHLOW LE,BRN/SED/BL,1
141106,,REEB,REEBOK,356,PRE-SCHOOL    10.5-3,the flush,RED/SIL,12
1418406-STONE,,HANE,HANES,710,K. BRANDED TEES,BOYS GRAPHIC TEE,STONEGRAY,20
141967,,REEB,REEBOK,355,KIDS BASEBALL ,INSANE HOOPS,SIL/BLU,12
141993,,REEB,REEBOK,112,MENS BASKETBALL     ,ATR DELTA ABOVE THE ,BLK/WHT/RE,1
1420941-ICECAKE,,HANE,HANES,645,W. BRAND SWEAT SHIRT,POWERBLEND HOODIE,ICE CAKE,20
1420941-WHITE,,HANE,HANES,645,W. BRAND SWEAT SHIRT,POWERBLEND HOODIE,WHITE,20
1420942-ICECAKE,,HANE,HANES,660,W. BRAND SWEAT PANTS,POWERBLEND JOGGER,ICE CAKE,20
1420942-WHITE,,HANE,HANES,660,W. BRAND SWEAT PANTS,POWERBLEND JOGGER,WHITE,20
142209,,REEB,REEBOK,133,MENS RUNNING,BOYLESTON,GRY/BLU,1
142366F-400,,CONV,CONVERSE,126,MENS CLASSICS       ,ALL STAR HI,BLUE,1
142458,,REEB,REEBOK,355,KIDS BASEBALL ,ATR TRROWDOWN,WHT/NAVY,14
142587,,ADID,ADIDAS,595,M. MISC. APPAREL,TM FLC HOOD,BLK/WHT,20
1427Y-001,,BEAR,Bearpaw,353,KIDS SHOES,JESSIE,BLK,17
1428Y-863,,BEAR,Bearpaw,353,KIDS SHOES,DIVAI,BLK/BLU,17
1433W-220,,BEAR,Bearpaw,251,WOMEN'S BOOTS,WALLOWA,HICKORY,2
143446,,REEB,REEBOK,112,MENS BASKETBALL     ,S2000,WHT/GRY,1
14360,14360,TIMB,TIMBERLAND,245,WMNS HIKING,NELLIE,FUSCIA ROS,2
143761,,BIRK,BIRKENSTOCK,160,M/W BIRKENSTOCK,GIZEH R,BK/GLOS LT,3
143790,,ADID,ADIDAS,221,WMNS BASKETBALL,PRO MODEL TEAM COLOR,BLK/BLK,2
143813,,ADID,ADIDAS,112,MENS BASKETBALL     ,PRO MODEL TEAM COLOR,BLK/BLK,1
143824,,ADID,ADIDAS,237,WMNS RUNNING,MICROBOUNCE,WT/BL/SIL,2
143943,,REEB,REEBOK,142,MENS CASUAL/LEISURE,ON TIME,BLK/SRK/YE,1
144074,,REEB,REEBOK,112,MENS BASKETBALL     ,ATR PUMP TORCH,BLK/BLK,1
1443-CRE,,REEF,REEF,247,WMNS SANDALS,GYPSY MACRAME,CREAM,2
145007,,REEB,REEBOK,358,INFANT/TODDLER  2-10,WAIKATO II,BLK/SPICE,11
145275,,REEB,REEBOK,112,MENS BASKETBALL     ,ATR ON FIRE,WT/BLK/SIL,1
1453-BLCK,,KEEN,Keen,142,MENS CASUAL/LEISURE,GRANADA SLIP ON,BLACK,1
1453-BRTH,,KEEN,Keen,142,MENS CASUAL/LEISURE,GRANADA SLIP ON,BROTH,1
1465BLA,,REEF,REEF,247,WMNS SANDALS,REEF ROVER CATCH,BLACK,2
147063F-007,,CONV,CONVERSE,142,MENS CASUAL/LEISURE,CT HI ,BLK/NAT/WT,1
147069,,REEB,REEBOK,356,PRE-SCHOOL    10.5-3,IMSANE HOOPS II,WT/RED,12
147073,,REEB,REEBOK,356,PRE-SCHOOL    10.5-3,IMSANE HOOPS II ZIP,WHITE,12
147438,,REEB,REEBOK,356,PRE-SCHOOL    10.5-3,CONJURE II HW,SHEER GN,12
1475,,REEB,REEBOK,248,WMNS CASUAL/LEISURE,PRINCESS,WHT/WHT,2
147628,,REEB,REEBOK,237,WMNS RUNNING,QUICK SPEED RXT,STEEL/WT,2
147705,,REEB,REEBOK,358,INFANT/TODDLER  2-10,VERSA NPC RS,WH/ATHLET,11
147707,,REEB,REEBOK,358,INFANT/TODDLER  2-10,VERSA NPC RS,WH/PINK,11
147870,,REEB,REEBOK,146,MENS SANDALS,WAIKATO IV,BK/CLIF GR,1
147879,,REEB,REEBOK,355,KIDS BASEBALL ,ATR PUMP TORCH,BLK/BLK,14
147968,,REEB,REEBOK,126,MENS CLASSICS       ,MLB CLUBHOUSE YANKYS,WT/WT,1
148074,,REEB,REEBOK,112,MENS BASKETBALL     ,ATR PUMP TORCH,WHT/NAVY,1
14847376,,DYNA,DYNAMIC DISC,911,DISCS,OPTO SAINT PRO,,0
148515,,REEB,REEBOK,241,WMNS FITNESS/X-TRAIN,EXTREME BALLANCE,CARBN/SHK,2
148578,,REEB,REEBOK,140,MENS CROSS TRAINING ,CORE TRAINER 4E,WT/BLU,6
149519F-654,,CONV,CONVERSE,226,WMNS CLASSICS,CT OX,PINK SAPPH,2
149524F-450,,CONV,CONVERSE,248,WMNS CASUAL/LEISURE,CT OX,BLUE SKY,2
149555,,REEB,REEBOK,350,GRADE SCHOOL   3.5-6,ATR TORCH LOW,WT/BLK,14
149817,,REEB,REEBOK,350,GRADE SCHOOL   3.5-6,INSANE HOOPS II,WHT/ROY,14
15000-001,,MARM,MARMOT,595,M. MISC. APPAREL,CONNECT TRAIL GLOVE,BLACK,20
15002-2,,SAUC,SAUCONY,237,WMNS RUNNING,GRID IGNITION,SIL/BLUE,2
15002-6,,SAUC,SAUCONY,237,WMNS RUNNING,GRID IGNITION,WHT/SLV,2
150057,,REEB,REEBOK,356,PRE-SCHOOL    10.5-3,conquest light,WHT,12
15006-1,,SAUC,SAUCONY,237,WMNS RUNNING,GRID COHESION NX LE,WHT,2
15007-3,,SAUC,SAUCONY,237,WMNS RUNNING,GRID C2 ROADSTER,SIL/GRY/PK,2
150201809,,HEYD,HEY DUDE,142,MENS CASUAL/LEISURE,WALLY LEATHER,COFFEE,1
150203910,,HEYD,HEY DUDE,142,MENS CASUAL/LEISURE,WALLY STRETCH,IRON,1
150204942,,HEYD,HEY DUDE,142,MENS CASUAL/LEISURE,WALLY SOX,MICROBLACK,1
15032-5,,SAUC,SAUCONY,237,WMNS RUNNING,GRID C2 FLASH,WHT/BLU,2
15039-1,,SAUC,SAUCONY,237,WMNS RUNNING,GRID VANTAGE TR,GRY/PUR,2
15042-7,,SAUC,SAUCONY,237,WMNS RUNNING,GRID COHESION 3,SIL/PLUM,2
15046-1,,SAUC,SAUCONY,237,WMNS RUNNING,GRID COHESION 3 LE,WHT,2
15047-2,,SAUC,SAUCONY,237,WMNS RUNNING,GRID IGNITION 2,WHT/PNK,2
150473,,REEB,REEBOK,112,MENS BASKETBALL     ,ATR PUMP THUNDER,BLACK,1
15047-7,,SAUC,SAUCONY,237,WMNS RUNNING,GRID IGNITION,SLVR/NVY,2
15047-9,,SAUC,SAUCONY,237,WMNS RUNNING,GRID IGNITION 2,GRY/GRN,2
150593,,REEB,REEBOK,112,MENS BASKETBALL     ,ATR PULL UP MID,BLK/BLK,1
1506,,DYNA,DYNAMIC DISC,911,DISCS,LATITUDE STARTER SET,BEGINNER,0
15064-1,,SAUC,SAUCONY,237,WMNS RUNNING,GRID RAIDER,BLK/PNK,2
1507,,DYNA,DYNAMIC DISC,911,DISCS,LATITUDE STARTER SET,ADVANCED,0
150815-BISN,,KEEN,Keen,142,MENS CASUAL/LEISURE,PROVIDENCE LEATHER,BISON,1
15086-1,,SAUC,SAUCONY,237,WMNS RUNNING,GRID V2,BLK/SLV,2
15086-2,,SAUC,SAUCONY,237,WMNS RUNNING,GRID V2,SLVR/GRN,2
151035123,,KSWI,NOT FOUND,356,PRE-SCHOOL    10.5-3,SPEYER,WT/NV/GRY,12
151052C,,CONV,CONVERSE,142,MENS CASUAL/LEISURE,CTAS HIGH STREET HI,SMOKE/BLK,1
15105-6,,SAUC,SAUCONY,237,WMNS RUNNING,GRID SHADOW GENESIS,GRY,2
151066F,,CONV,CONVERSE,142,MENS CASUAL/LEISURE,CTAS OX ,SND/WHT/BK,1
151109,,REEB,REEBOK,140,MENS CROSS TRAINING ,CORE TRAINER,WT/BLU,1
151166124,,KSWI,NOT FOUND,356,PRE-SCHOOL    10.5-3,WALLIS,WT/PK/VLT,12
151166162,,KSWI,NOT FOUND,356,PRE-SCHOOL    10.5-3,WALLIS,WT/PLT/NV,12
151181,,BIRK,BIRKENSTOCK,160,M/W BIRKENSTOCK,ARIZONA,,3
151181F,,CONV,CONVERSE,248,WMNS CASUAL/LEISURE,CTAS OX,REBEL TEAL,2
151186-110,,NIKE,NIKE        ,353,KIDS SHOES,JORDAN 12 RETRO,WHT/RED,17
15118-7,,SAUC,SAUCONY,237,WMNS RUNNING,GRID COHESION,BLU/PNK,2
1511-BRP,,REEF,REEF,247,WMNS SANDALS,GYPSYLOVE,BRW/PNK,2
1512106,,DWIN,dwindle,975,Skateboards,DST ETCH ,BLK/SLVR,0
15121-3,,SAUC,SAUCONY,237,WMNS RUNNING,GRID IGNITION 2,WHT/BLU/CT,2
151263,,REEB,REEBOK,237,WMNS RUNNING,FAST STEP,CAR/SN/SHR,2
15137376,,DYNA,DYNAMIC DISC,911,DISCS,ZERO HARD MACE,,0
15156-4,,SAUC,SAUCONY,237,WMNS RUNNING,GRID COHESION,PURP/BLK,2
15169-1,,SAUC,SAUCONY,237,WMNS RUNNING,GRID IGNITION 4,FUS/CTN,2
15169-2,,SAUC,SAUCONY,237,WMNS RUNNING,IGNITION 4,WHT/BLU,2
15170-2,,SAUC,SAUCONY,237,WMNS RUNNING,GRID EXCURSION TR7,GRY/BLU,2
15181-2,,SAUC,SAUCONY,237,WMNS RUNNING,COHESION 7,GRY/BLK/PK,2
1520,,BIRK,BIRKENSTOCK,990,SOCKS               ,CLASIC SOXS,DESERT,0
152070,,REEB,REEBOK,112,MENS BASKETBALL     ,ATR PULL UP MID,WHT/DAR,1
152097,,REEB,REEBOK,358,INFANT/TODDLER  2-10,SPRINT RACER KC,WHT/BLK,11
152507,,REEB,REEBOK,350,GRADE SCHOOL   3.5-6,HUGE GAME,WHT/NAVY,14
1526-1,,BIRK,BIRKENSTOCK,990,SOCKS               ,ECO FRIDNDLY SOCKS,NAVY,0
1526-2,,BIRK,BIRKENSTOCK,990,SOCKS               ,ECO FRIDNDLY SOCKS,NAVY,0
1528-1,,BIRK,BIRKENSTOCK,990,SOCKS               ,CLASIC SOXS,BROWN,0
1528-2,,BIRK,BIRKENSTOCK,990,SOCKS               ,CLASIC SOXS,BROWN,0
153105,,REEB,REEBOK,350,GRADE SCHOOL   3.5-6,KICK OUT,WT/NV/RED,14
153437-0795,,ASIC,ASICS,525,M. BRANDED SHORTS,GRAPHIC SHORT 6IN,GREY,20
153437-0904,,ASIC,ASICS,525,M. BRANDED SHORTS,GRAPHIC SHORT 6IN,BLACK,20
153478,,REEB,REEBOK,126,MENS CLASSICS       ,NFL RCLINE,BLK/WHT,1
153578,,REEB,REEBOK,229,WMNS WALKING,MOVE DMX MAX,WHT/POWDER,2
153769C,,CONV,CONVERSE,142,MENS CASUAL/LEISURE,CTAS HIGH STREET HI,BLU/OBS,1
153794F,,CONV,CONVERSE,142,MENS CASUAL/LEISURE,CTAS HI,RED/WHT,1
1538,1538,REEB,REEBOK,140,MENS CROSS TRAINING ,EX-O-FIT HI,WHT,1
153867F,,CONV,CONVERSE,248,WMNS CASUAL/LEISURE,CTAS OX ,BLUE,2
1539,1539,REEB,REEBOK,140,MENS CROSS TRAINING ,EX O-FIT HI,BLK,1
153913C,,CONV,CONVERSE,142,MENS CASUAL/LEISURE,CTAS OX,BLK/NVY/RD,1
153913CX,,CONV,CONVERSE,142,MENS CASUAL/LEISURE,CTAS OX,BLK/NVY/RD,2
1540B-001,,SOFF,SOFFE,725,K. BRANDED SHORTS,YOUTH INTERLOCK SHOR,BLACK,20
1551BTU,,REEF,REEF,247,WMNS SANDALS,PHANTOM,BLACK,2
1551CON,,REEF,REEF,247,WMNS SANDALS,PHANTOM,GRY/PNK,2
1552-BHH,,REEF,REEF,247,WMNS SANDALS,REEFEDGE,BLK/WT/PK,2
1552-BNN,,REEF,REEF,247,WMNS SANDALS,REEFEDGE,BLK/NEON,2
1553020200,,DANS,DANSKO,248,WMNS CASUAL/LEISURE,PAOLA,BLACK,3
155307,,REEB,REEBOK,112,MENS BASKETBALL     ,THE TAKE OVER,BLK/SHARK,1
